Observation,Dist_Taxi,Dist_Market,Dist_Metro,Store_Area,Items_Available,Coupon_Category,Daily_Customer_Count,Store_Sales
190,6424.0,13011.0,11082.0,1612.0,1939.0,CAT A,840,74250
191,4933.0,12836.0,12107.0,1174.0,1396.0,CAT B,1100,40930
192,7713.0,12150.0,13475.0,1923.0,2339.0,CAT A,950,70930
193,9247.0,8857.0,14642.0,1702.0,2053.0,CAT A,950,64670
194,15522.0,13528.0,20076.0,1398.0,1692.0,CAT A,650,77420
195,8691.0,10901.0,12693.0,1437.0,1717.0,CAT B,230,32330
196,10813.0,12852.0,16833.0,1524.0,1796.0,CAT C,1060,41080
198,10296.0,11300.0,10885.0,1660.0,1985.0,CAT C,1180,42860
199,9834.0,14431.0,16375.0,1302.0,1569.0,CAT C,710,68450
200,8704.0,13572.0,12349.0,1666.0,2000.0,CAT C,480,39730
201,7863.0,11266.0,12375.0,1391.0,1649.0,CAT A,810,83750
202,10083.0,13322.0,15167.0,1778.0,2148.0,CAT A,1140,69940
203,11203.0,12227.0,16293.0,1462.0,1770.0,CAT A,1070,67710
204,12499.0,11966.0,17546.0,1751.0,2115.0,CAT B,790,67360
205,10890.0,13235.0,13935.0,1652.0,1982.0,CAT C,690,52460
206,10502.0,12011.0,16938.0,1841.0,2215.0,CAT A,610,88760
208,13120.0,15147.0,20263.0,1496.0,1791.0,CAT A,1240,67030
209,1868.0,9951.0,9760.0,1504.0,1827.0,CAT A,840,78230
210,8643.0,12365.0,13695.0,1524.0,1808.0,CAT B,460,62270
211,8121.0,9372.0,10995.0,1148.0,1371.0,CAT A,940,49760
212,11100.0,10338.0,14201.0,1468.0,1744.0,CAT A,590,73660
213,6126.0,8116.0,14091.0,1310.0,1558.0,CAT A,890,72320
214,10187.0,12921.0,13539.0,1321.0,1579.0,CAT B,770,68890
215,4053.0,7724.0,8975.0,992.0,1192.0,CAT C,900,34180
216,9932.0,8958.0,14087.0,1540.0,1857.0,CAT C,1020,58260
217,8385.0,12977.0,14868.0,1807.0,2149.0,CAT B,910,38120
218,9236.0,12932.0,14681.0,1526.0,1853.0,CAT C,660,49070
219,11195.0,16650.0,18762.0,1406.0,1677.0,CAT A,480,61660
220,11749.0,11673.0,16036.0,1703.0,2055.0,CAT C,1080,37830
221,5159.0,12872.0,9786.0,1575.0,1872.0,CAT C,690,52270
222,11291.0,8711.0,14479.0,1309.0,1572.0,CAT C,510,52280
223,5312.0,12616.0,12095.0,1488.0,1807.0,CAT A,1030,70810
224,12001.0,16298.0,15585.0,1658.0,1988.0,CAT B,370,71530
225,9024.0,9404.0,13234.0,1863.0,2245.0,CAT A,640,77260
226,6209.0,10808.0,11285.0,1458.0,1725.0,CAT A,750,75550
227,5770.0,12932.0,13163.0,1604.0,1909.0,CAT C,370,33730
228,6697.0,8730.0,11209.0,1575.0,1899.0,CAT B,840,66270
229,5899.0,7614.0,9374.0,1525.0,1829.0,CAT A,840,55820
230,9939.0,14835.0,15351.0,1451.0,1737.0,CAT A,890,68430
231,12336.0,14878.0,17719.0,1390.0,1687.0,CAT A,620,73990
232,10238.0,9621.0,12102.0,1442.0,1742.0,CAT A,310,62800
233,10664.0,7432.0,14294.0,1620.0,1922.0,CAT B,550,33740
234,13071.0,15127.0,17387.0,1251.0,1527.0,CAT C,380,63830
235,7826.0,13333.0,11983.0,1318.0,1606.0,CAT C,1200,24410
236,10539.0,14728.0,14223.0,1647.0,1962.0,CAT A,800,70020
237,11355.0,11024.0,16005.0,1829.0,2175.0,CAT A,870,92240
238,8387.0,11281.0,14879.0,1852.0,2227.0,CAT C,1220,68230
239,12631.0,12290.0,14599.0,1699.0,2053.0,CAT A,1080,81870
240,5366.0,11566.0,12466.0,1325.0,1595.0,CAT A,540,73860
241,6571.0,10429.0,11465.0,1350.0,1634.0,CAT B,880,77120
242,5485.0,8488.0,12234.0,1347.0,1628.0,CAT A,120,72350
243,5181.0,9038.0,10100.0,1397.0,1661.0,CAT B,1410,49160
244,8085.0,11993.0,13463.0,1245.0,1499.0,CAT B,570,45650
245,10612.0,8229.0,15696.0,1366.0,1649.0,CAT B,940,52780
246,10625.0,13922.0,16123.0,1378.0,1658.0,CAT A,760,90960
247,2999.0,11347.0,8760.0,1767.0,2110.0,CAT A,1200,64950
248,10631.0,8780.0,15335.0,1184.0,1434.0,CAT C,670,47230
249,8323.0,10395.0,11206.0,1257.0,1505.0,CAT A,950,83250
251,5758.0,10148.0,13301.0,1863.0,2247.0,CAT C,480,51950
252,9707.0,8985.0,13875.0,1881.0,2244.0,CAT B,920,66030
253,13392.0,13930.0,18104.0,1329.0,1609.0,CAT B,1150,68590
254,4906.0,10462.0,12246.0,1539.0,1848.0,CAT B,750,47140
255,10006.0,10003.0,14751.0,1557.0,1861.0,CAT A,370,69940
256,6583.0,6438.0,10118.0,2007.0,2397.0,CAT C,610,65890
257,10100.0,11800.0,14304.0,1185.0,1418.0,CAT B,1150,89310
258,9573.0,13264.0,16608.0,1657.0,2003.0,CAT B,1070,58540
259,8231.0,10056.0,14031.0,1294.0,1539.0,CAT A,790,78130
260,10213.0,13975.0,15747.0,1296.0,1559.0,CAT A,1070,92300
261,10437.0,13268.0,14922.0,1733.0,2097.0,CAT B,730,56170
262,6382.0,6892.0,13197.0,1641.0,1976.0,CAT B,620,46050
263,5732.0,12634.0,12938.0,1373.0,1648.0,CAT B,530,43390
264,5402.0,6653.0,10474.0,1550.0,1845.0,CAT A,700,61750
265,7911.0,13003.0,12926.0,1583.0,1907.0,CAT C,680,21830
266,8784.0,12817.0,14448.0,1428.0,1719.0,CAT C,1060,39800
267,5566.0,9162.0,10429.0,1604.0,1925.0,CAT B,670,54370
268,8228.0,13686.0,13223.0,1439.0,1735.0,CAT A,400,62470
269,10414.0,11359.0,12764.0,1648.0,2003.0,CAT A,910,82930
270,12974.0,13529.0,18046.0,1025.0,1231.0,CAT B,760,63720
271,8712.0,10134.0,13615.0,2001.0,2394.0,CAT B,540,79180
272,4616.0,9983.0,10644.0,1145.0,1370.0,CAT B,350,38210
273,8370.0,13716.0,13115.0,1174.0,1426.0,CAT C,980,25950
274,11875.0,9962.0,14066.0,913.0,1106.0,CAT A,860,56610
275,8895.0,10317.0,12353.0,1199.0,1433.0,CAT A,1020,73710
276,7653.0,11521.0,14161.0,1875.0,2254.0,CAT A,1120,70400
277,13339.0,15821.0,18449.0,1153.0,1397.0,CAT C,1020,50440
278,4355.0,6857.0,6316.0,1240.0,1492.0,CAT B,940,66840
279,5577.0,8399.0,11778.0,1381.0,1660.0,CAT B,970,50170
281,11184.0,12656.0,14583.0,1701.0,2030.0,CAT C,830,60140
282,12728.0,12131.0,16681.0,1206.0,1456.0,CAT C,920,37130
283,6297.0,11128.0,11198.0,1476.0,1777.0,CAT C,660,42890
284,7531.0,12145.0,13548.0,1189.0,1439.0,CAT B,780,26220
285,9061.0,8496.0,14431.0,1837.0,2220.0,CAT A,340,50840
286,4637.0,8636.0,11431.0,1319.0,1571.0,CAT C,1190,25630
287,7573.0,9645.0,14012.0,1617.0,1901.0,CAT B,490,60770
288,6923.0,7928.0,12000.0,1631.0,1967.0,CAT B,1090,69600
289,7635.0,10625.0,12975.0,1517.0,1805.0,CAT C,1040,41740
290,8117.0,13349.0,16226.0,1764.0,2109.0,CAT C,1210,50130
291,8726.0,12035.0,10170.0,1572.0,1869.0,CAT C,1030,21750
292,10437.0,13667.0,12454.0,1855.0,2197.0,CAT B,1170,80490
293,7974.0,13932.0,12772.0,1327.0,1571.0,CAT B,730,34020
294,8705.0,12027.0,14258.0,1270.0,1515.0,CAT B,720,60240
295,6573.0,11137.0,9470.0,1734.0,2073.0,CAT B,500,39460
296,11017.0,8028.0,14703.0,1533.0,1848.0,CAT B,1070,56440
297,10517.0,9839.0,13059.0,1390.0,1646.0,CAT B,800,46840
298,5896.0,14047.0,13272.0,1856.0,2216.0,CAT B,1020,64820
299,8051.0,10492.0,11114.0,1000.0,1215.0,CAT A,1070,52520
300,7097.0,13252.0,13997.0,1313.0,1586.0,CAT C,420,45940
301,4219.0,5927.0,7860.0,1494.0,1799.0,CAT C,510,38970
302,9908.0,12872.0,13554.0,1386.0,1674.0,CAT B,1210,58610
303,8913.0,7116.0,12276.0,1979.0,2364.0,CAT C,660,30810
304,7964.0,17040.0,14582.0,1057.0,1264.0,CAT B,360,47730
305,4019.0,7091.0,8720.0,902.0,1093.0,CAT A,1210,64640
306,9242.0,13331.0,13748.0,1644.0,2003.0,CAT C,-110,32750
307,8801.0,11775.0,12950.0,1347.0,1622.0,CAT B,560,44860
308,10720.0,13072.0,14860.0,1314.0,1576.0,CAT B,360,55660
309,8556.0,11931.0,13511.0,1513.0,1803.0,CAT C,970,57530
310,8933.0,14064.0,14874.0,1305.0,1548.0,CAT A,480,75200
311,8100.0,9239.0,10996.0,1180.0,1436.0,CAT B,690,37330
312,9354.0,8578.0,10360.0,1142.0,1352.0,CAT C,710,35280
313,10692.0,13202.0,16298.0,1471.0,1768.0,CAT A,780,70610
314,12386.0,12834.0,13614.0,1075.0,1288.0,CAT C,630,49720
315,8541.0,13767.0,13081.0,1578.0,1885.0,CAT A,220,68850
316,8450.0,10286.0,13820.0,1585.0,1916.0,CAT C,1110,50740
317,9803.0,14989.0,14259.0,1391.0,1648.0,CAT A,720,77070
318,11142.0,10953.0,14331.0,1577.0,1892.0,CAT A,560,74730
319,9851.0,13410.0,16916.0,1092.0,1314.0,CAT A,600,76530
320,6089.0,13147.0,10479.0,1375.0,1681.0,CAT A,440,68900
321,11240.0,9781.0,15232.0,1523.0,1813.0,CAT A,520,44960
322,10349.0,10540.0,14593.0,1373.0,1654.0,CAT B,410,41490
323,6237.0,11896.0,12512.0,1550.0,1871.0,CAT A,590,74320
324,5516.0,9426.0,11457.0,1614.0,1946.0,CAT A,740,73800
326,8362.0,9041.0,13899.0,1566.0,1889.0,CAT B,610,56400
327,4603.0,9103.0,10753.0,2019.0,2396.0,CAT A,540,71570
328,4904.0,11562.0,12490.0,1494.0,1806.0,CAT B,1450,43640
329,9722.0,13414.0,13617.0,1659.0,2008.0,CAT C,620,35120
330,8884.0,6700.0,11772.0,1766.0,2131.0,CAT B,340,58670
331,10457.0,16441.0,17743.0,1293.0,1554.0,CAT A,970,75800
332,3114.0,7163.0,8477.0,1375.0,1659.0,CAT A,1080,76640
333,9132.0,11092.0,13571.0,1236.0,1484.0,CAT B,560,31890
334,11416.0,11521.0,18432.0,1332.0,1586.0,CAT C,630,61670
335,7492.0,12257.0,11623.0,1513.0,1825.0,CAT A,980,75950
336,9464.0,10762.0,13998.0,1208.0,1459.0,CAT C,930,41490
337,7960.0,15487.0,11348.0,1190.0,1429.0,CAT B,470,66170
338,4850.0,12848.0,11995.0,1448.0,1734.0,CAT C,680,37980
339,9308.0,18281.0,18532.0,1771.0,2147.0,CAT C,430,62710
340,5889.0,12646.0,10210.0,1365.0,1645.0,CAT A,830,60470
341,5622.0,11612.0,11735.0,1510.0,1810.0,CAT C,950,35230
342,6509.0,11842.0,12569.0,1458.0,1736.0,CAT B,870,48550
343,13991.0,16736.0,17999.0,1808.0,2157.0,CAT C,730,56810
344,8257.0,11489.0,12600.0,1615.0,1954.0,CAT B,760,41080
345,7259.0,11982.0,13297.0,1640.0,1948.0,CAT C,960,51270
346,7197.0,7872.0,11113.0,1060.0,1273.0,CAT B,860,57500
347,9119.0,11639.0,14374.0,1633.0,1968.0,CAT C,330,81470
348,9375.0,9562.0,12062.0,1222.0,1473.0,CAT A,630,49570
349,12946.0,11622.0,15214.0,1619.0,1957.0,CAT B,1280,45580
350,10948.0,11622.0,14879.0,1624.0,1973.0,CAT C,1440,44660
351,5790.0,14387.0,9654.0,1887.0,2278.0,CAT A,570,76240
352,9107.0,9300.0,17103.0,1320.0,1583.0,CAT B,540,43720
353,11198.0,10781.0,16789.0,1450.0,1750.0,CAT C,480,46700
354,8278.0,16251.0,13857.0,1455.0,1764.0,CAT A,390,84690
355,7364.0,7633.0,12153.0,966.0,1172.0,CAT A,900,85470
356,8692.0,9271.0,12352.0,1922.0,2290.0,CAT A,290,80410
357,8256.0,16042.0,16071.0,1678.0,1999.0,CAT C,740,46650
358,11986.0,17552.0,19014.0,1638.0,1952.0,CAT A,690,81840
360,4604.0,5839.0,7428.0,1145.0,1375.0,CAT A,950,63590
361,20662.0,20945.0,23294.0,24300.0,12730.0,CAT B,1130,1500000
362,4846.0,6375.0,9920.0,2004.0,2390.0,CAT B,930,50130
363,15321.0,11916.0,16620.0,1954.0,2378.0,CAT C,810,45820
364,7618.0,7083.0,10051.0,1577.0,1879.0,CAT A,760,86710
365,9666.0,10668.0,16002.0,1766.0,2138.0,CAT B,580,49980
366,7318.0,9441.0,12192.0,1362.0,1634.0,CAT A,770,82940
367,8927.0,10229.0,13380.0,1886.0,2228.0,CAT C,1530,40350
368,8197.0,14389.0,13108.0,1291.0,1546.0,CAT A,420,93950
369,6276.0,10973.0,13016.0,1584.0,1897.0,CAT C,1210,47310
370,7338.0,8547.0,12034.0,1397.0,1686.0,CAT B,850,21300
371,9410.0,12397.0,15927.0,1445.0,1709.0,CAT A,1340,62180
372,7047.0,9529.0,14945.0,1433.0,1707.0,CAT B,1160,61460
373,7788.0,10946.0,14208.0,1269.0,1511.0,CAT C,500,54360
374,7373.0,8907.0,11449.0,1798.0,2134.0,CAT A,820,72050
375,9415.0,12467.0,12841.0,1514.0,1822.0,CAT C,670,48090
376,6792.0,11510.0,14652.0,1015.0,1216.0,CAT C,460,27310
377,604.0,6231.0,4922.0,1495.0,1799.0,CAT B,950,57160
378,12898.0,12966.0,15635.0,1759.0,2095.0,CAT C,980,34190
379,6153.0,10234.0,10502.0,1219.0,1468.0,CAT B,850,35600
380,7281.0,8521.0,13216.0,1571.0,1877.0,CAT B,580,54670
381,8475.0,14837.0,13124.0,1404.0,1670.0,CAT A,620,76730
383,9913.0,12642.0,15044.0,1124.0,1369.0,CAT B,650,63540
384,6650.0,6080.0,10017.0,1514.0,1837.0,CAT B,1130,36690
385,10027.0,11992.0,15660.0,1207.0,1476.0,CAT A,720,87370
386,5558.0,8275.0,10846.0,1484.0,1774.0,CAT A,940,59800
387,5162.0,6611.0,9842.0,1398.0,1678.0,CAT B,920,48030
388,8283.0,14385.0,15540.0,1769.0,2112.0,CAT A,660,96650
